cell_id, m_id,x r,y r,z r,x r+,y r+,z r+,x NL,y NL,z NL,label,t,dx,dy,dz,speed
3217684,-1,1740.3,1141.7,1775.6,1821.6,1174.1,1781.6,1823.4,1174.2,1736.3,-1,184,-1.0,-1.0,-1.0,-1.0
3217743,-1,1680.0,911.1,1798.1,1760.1,942.9,1787.9,1759.9,932.0,1761.7,-1,184,-1.0,-1.0,-1.0,-1.0
3217744,-1,1681.1,913.9,1800.7,1760.8,945.6,1790.7,1760.6,934.6,1763.6,-1,184,-1.0,-1.0,-1.0,-1.0
3217753,-1,1667.7,867.8,1789.4,1748.8,900.0,1776.2,1750.3,888.7,1753.8,-1,184,-1.0,-1.0,-1.0,-1.0
3218838,-1,1592.3,942.5,1793.6,1673.2,974.6,1775.6,1671.8,963.4,1751.6,-1,184,-1.0,-1.0,-1.0,-1.0
3218909,-1,1627.3,1249.2,1833.8,1702.7,1279.2,1832.1,1693.6,1288.6,1785.8,-1,184,-1.0,-1.0,-1.0,-1.0
3219321,-1,1601.3,1178.2,1813.4,1679.3,1209.2,1806.1,1674.2,1213.8,1772.0,-1,184,-1.0,-1.0,-1.0,-1.0
3219712,-1,1826.6,512.7,2108.1,1874.4,531.7,2094.8,1883.7,492.0,2057.1,-1,184,-1.0,-1.0,-1.0,-1.0
3219729,-1,1931.0,613.7,1918.6,1997.9,640.4,1921.6,1999.6,634.6,1914.0,-1,184,-1.0,-1.0,-1.0,-1.0
3219800,-1,2003.1,653.6,2008.7,2060.0,676.4,2020.4,2066.0,664.8,2007.0,-1,184,-1.0,-1.0,-1.0,-1.0
3220010,-1,1538.6,1246.0,1838.5,1614.1,1276.0,1827.3,1603.2,1282.9,1787.7,-1,184,-1.0,-1.0,-1.0,-1.0
3220013,-1,1537.3,1219.4,1838.8,1612.8,1249.4,1826.3,1602.1,1255.3,1786.5,-1,184,-1.0,-1.0,-1.0,-1.0
3220552,-1,1705.3,904.1,1793.1,1785.7,936.0,1785.4,1786.5,926.4,1756.3,-1,184,-1.0,-1.0,-1.0,-1.0
3221178,-1,1806.8,1305.5,1807.7,1883.8,1336.3,1827.4,1886.3,1348.6,1784.8,-1,184,-1.0,-1.0,-1.0,-1.0
3225245,-1,1973.7,1672.7,2040.8,2024.1,1693.2,2091.9,2015.9,1676.7,2101.1,-1,184,-1.0,-1.0,-1.0,-1.0
3225360,-1,1625.9,1495.0,2590.7,1625.9,1495.0,2590.7,1577.4,1614.2,2602.4,-1,184,-1.0,-1.0,-1.0,-1.0
3225506,-1,1737.3,1554.9,2451.1,1746.2,1558.7,2469.8,1738.2,1675.5,2449.7,-1,184,-1.0,-1.0,-1.0,-1.0
3225525,-1,1763.1,1569.9,2465.6,1770.4,1573.0,2487.6,1767.7,1701.9,2465.7,-1,184,-1.0,-1.0,-1.0,-1.0
3226960,-1,1318.5,1061.2,3048.8,1318.7,1061.3,3049.0,1333.8,1052.4,3050.1,10,184,-1.0,-1.0,-1.0,-1.0
3226981,-1,1245.7,1093.7,3034.8,1245.9,1093.8,3035.0,1265.2,1091.4,3019.2,-1,184,-1.0,-1.0,-1.0,-1.0
3227000,-1,1223.9,1010.8,3032.2,1224.0,1010.8,3032.3,1250.4,1002.4,3025.8,10,184,-1.0,-1.0,-1.0,-1.0
3229083,-1,1252.0,690.5,3010.3,1251.9,690.4,3010.1,1274.1,695.3,3007.0,4,184,-1.0,-1.0,-1.0,-1.0
3229185,-1,1256.3,801.9,3026.0,1256.3,801.9,3025.9,1276.9,799.4,3023.6,4,184,-1.0,-1.0,-1.0,-1.0
3229428,-1,1258.3,880.5,3075.1,1258.4,880.5,3075.2,1273.5,877.6,3072.2,-1,184,-1.0,-1.0,-1.0,-1.0
3229441,-1,1289.1,869.2,3062.7,1289.2,869.3,3062.8,1299.4,864.1,3063.5,-1,184,-1.0,-1.0,-1.0,-1.0
3229442,-1,1281.1,874.1,3064.4,1281.3,874.1,3064.6,1290.5,875.6,3058.4,-1,184,-1.0,-1.0,-1.0,-1.0
3229443,-1,1291.3,881.9,3072.4,1291.5,882.0,3072.6,1298.9,882.6,3067.4,-1,184,-1.0,-1.0,-1.0,-1.0
3229452,-1,1255.7,883.2,3069.9,1255.8,883.2,3070.0,1269.7,885.9,3060.8,-1,184,-1.0,-1.0,-1.0,-1.0
3229630,-1,1227.1,885.9,3057.1,1227.1,885.9,3057.1,1246.1,884.4,3051.8,-1,184,-1.0,-1.0,-1.0,-1.0
3229631,-1,1228.0,883.2,3059.4,1228.0,883.2,3059.5,1246.5,882.0,3053.9,-1,184,-1.0,-1.0,-1.0,-1.0
3229632,-1,1229.9,882.2,3063.5,1229.9,882.2,3063.6,1248.2,880.7,3058.8,-1,184,-1.0,-1.0,-1.0,-1.0
3229633,-1,1230.3,880.3,3064.5,1230.3,880.3,3064.6,1248.6,878.9,3059.8,-1,184,-1.0,-1.0,-1.0,-1.0
3229715,-1,1239.3,949.9,3062.4,1239.4,950.0,3062.6,1258.8,948.1,3056.8,-1,184,-1.0,-1.0,-1.0,-1.0
3229754,-1,1156.2,926.9,3018.2,1156.1,926.8,3018.0,1181.3,930.1,3002.9,-1,184,-1.0,-1.0,-1.0,-1.0
3229904,-1,1411.5,838.9,3071.6,1411.8,839.0,3071.8,1404.7,832.4,3085.5,-1,184,-1.0,-1.0,-1.0,-1.0
3230025,-1,1398.5,938.2,3072.8,1398.7,938.3,3073.0,1393.1,930.1,3086.7,5,184,-1.0,-1.0,-1.0,-1.0
3230040,-1,1348.7,900.6,3063.9,1349.0,900.7,3064.1,1352.9,891.4,3070.5,5,184,-1.0,-1.0,-1.0,-1.0
3230467,-1,1487.1,743.0,3047.2,1487.3,743.1,3047.3,1482.2,729.9,3064.5,4,184,-1.0,-1.0,-1.0,-1.0
3230482,-1,1415.7,946.2,3072.0,1415.9,946.3,3072.2,1408.0,937.4,3090.0,-1,184,-1.0,-1.0,-1.0,-1.0
3231344,-1,1107.6,1020.8,2990.5,1107.4,1020.7,2990.2,1137.6,1021.2,2972.6,-1,184,-1.0,-1.0,-1.0,-1.0
3231473,-1,1157.5,1099.6,2995.9,1157.4,1099.5,2995.8,1187.5,1090.7,2991.9,-1,184,-1.0,-1.0,-1.0,-1.0
3231922,-1,1657.6,1094.1,2965.5,1657.8,1094.2,2965.5,1639.3,1097.6,3021.0,-1,184,-1.0,-1.0,-1.0,-1.0
3225018,3237381,944.9,812.8,2386.8,957.6,817.3,2327.3,886.8,792.9,2316.3,5,184,-0.37712,-0.02092,1.35492,1.40658
3217011,3239269,1647.9,1113.1,2009.7,1705.1,1135.9,2003.3,1699.9,1137.6,1971.8,-1,184,-0.56277,0.42019,-3.40302,3.47474
3218051,3240351,1019.3,1316.6,2449.8,1025.3,1318.7,2416.1,920.7,1348.6,2409.4,-1,184,-1.76794,2.49289,3.18462,4.41384
3218630,3240960,1617.0,1348.4,1883.9,1687.0,1376.3,1884.9,1678.7,1397.2,1839.2,-1,184,0.57296,3.45604,-3.6507,5.05966
3219574,3242017,1851.7,877.3,1782.5,1932.5,909.6,1789.1,1938.5,901.3,1758.0,-1,184,0.77156,-0.48447,-4.07663,4.1772
3220142,3242518,1196.5,970.3,2340.9,1230.6,983.1,2261.3,1133.4,979.7,2208.9,-1,184,-0.13469,1.48679,0.02171,1.49304
3220813,3243205,1894.5,722.6,1834.0,1970.1,752.8,1838.4,1975.0,746.5,1819.6,-1,184,0.34322,-0.89921,-5.41615,5.50101
3224347,3246765,1963.3,1191.5,1707.7,2050.4,1226.4,1739.7,2034.2,1212.3,1777.4,-1,184,0.95132,0.92109,-4.12571,4.333
3226231,3248399,1525.5,1155.9,2978.2,1525.7,1156.0,2978.3,1507.0,1160.9,3009.0,9,184,2.59955,0.66289,1.40077,3.02642
3232137,3248489,1414.8,1184.2,2997.7,1415.0,1184.3,2997.8,1410.7,1180.8,3008.0,-1,184,3.09379,-0.04444,1.84665,3.60328
3226948,3248866,1320.5,1080.5,3045.9,1320.7,1080.6,3046.1,1335.1,1074.0,3043.3,10,184,4.08741,-1.25659,2.00193,4.72162
3226953,3248871,1324.0,1075.6,3046.2,1324.2,1075.7,3046.4,1337.4,1069.0,3044.1,10,184,3.93913,-1.31833,2.00171,4.61102
3226954,3248872,1323.6,1076.1,3045.6,1323.8,1076.2,3045.8,1337.4,1069.4,3043.2,10,184,3.93913,-1.31833,2.00171,4.61102
3226967,3249143,1298.9,1068.2,3043.2,1299.1,1068.3,3043.4,1315.8,1061.3,3038.0,10,184,3.87773,-0.7794,1.50559,4.23215
3230270,3249344,1229.6,976.4,3029.7,1229.7,976.4,3029.8,1250.0,971.7,3021.6,-1,184,1.97448,-0.41008,2.3761,3.1165
3228881,3251243,1090.8,709.7,2962.1,1100.1,713.6,2980.1,1132.8,719.5,2967.4,-1,184,0.91677,-1.87943,1.38237,2.50672
3229127,3251368,1232.8,734.3,3010.1,1232.6,734.2,3009.8,1251.7,735.2,2999.7,4,184,-0.34043,-1.23192,1.60339,2.05046
3229159,3251382,1259.8,726.4,3016.2,1259.7,726.3,3016.0,1279.1,729.2,3010.3,4,184,2.63505,-0.75107,1.80859,3.28307
3229661,3252127,1153.1,873.1,3013.5,1153.0,873.0,3013.3,1180.2,875.2,3002.1,6,184,1.20588,0.52645,2.24419,2.60148
3231834,3253926,1735.6,930.4,2984.6,1735.8,930.4,2984.6,1723.6,908.0,3048.4,-1,184,2.33268,-0.88159,0.64293,2.57526
3231890,3254083,1774.1,940.3,2961.1,1774.2,940.4,2961.1,1765.2,923.0,3031.8,-1,184,2.7828,-1.47885,-0.241,3.16055
3232286,3254409,1810.8,845.6,2907.7,1811.0,845.7,2907.7,1814.0,807.2,2971.7,-1,184,2.48921,-0.93817,-0.00864,2.66015
3217302,3236459,1772.1,739.5,2089.3,1821.5,759.1,2079.8,1824.1,746.1,2060.1,-1,184,-0.49009,-1.74063,-3.1749,3.65376
3214338,3236487,1711.1,795.8,2043.5,1765.5,817.3,2030.2,1764.6,800.5,1997.4,-1,184,-0.23797,-0.00806,-4.92717,4.93292
3217585,3239716,1493.2,867.3,2063.3,1549.6,889.4,2028.3,1525.3,867.1,1970.1,-1,184,-1.88209,-1.18464,-0.91483,2.40469
3224716,3243043,1976.9,1317.1,1719.1,2062.3,1351.5,1757.8,2036.9,1323.1,1819.7,-1,184,1.90067,1.31462,-3.69514,4.3583
3224229,3246657,1683.6,806.6,1798.1,1763.9,838.4,1784.0,1764.2,830.5,1768.7,-1,184,0.54887,-0.775,-4.07832,4.18743
3231921,3248637,1659.2,1085.4,2972.5,1659.4,1085.5,2972.5,1639.6,1089.5,3024.4,-1,184,2.52717,-0.02213,0.38973,2.55714
3226958,3248876,1301.9,1085.4,3042.5,1302.1,1085.4,3042.7,1317.3,1079.3,3035.4,-1,184,3.76697,-1.44947,2.02696,4.51659
3226963,3248881,1307.2,1090.1,3042.0,1307.4,1090.2,3042.2,1321.4,1084.4,3036.0,-1,184,3.7278,-1.36563,1.87486,4.3905
3226966,3248884,1314.1,1093.4,3051.4,1314.3,1093.5,3051.5,1327.4,1087.7,3046.4,-1,184,4.03839,-1.44023,2.22221,4.82919
3227047,3249403,1326.1,936.6,3055.9,1326.4,936.7,3056.1,1333.2,933.9,3055.3,10,184,3.0598,-0.23256,0.90605,3.19959
3229537,3252035,1317.0,726.9,3024.3,1317.0,726.9,3024.3,1325.6,727.8,3022.9,4,184,2.26601,-0.95568,1.41759,2.83861
3229530,3251771,1314.7,748.8,3042.1,1314.8,748.9,3042.2,1322.1,748.3,3040.8,4,184,1.69216,-1.10522,1.579,2.56479
3229531,3251772,1318.6,752.9,3038.2,1318.6,752.9,3038.3,1325.2,751.5,3037.8,4,184,1.81831,-1.72089,1.69682,3.02438
3229571,3252063,1365.8,777.7,3054.9,1366.0,777.7,3055.1,1366.8,771.3,3058.6,-1,184,2.64511,-1.47784,0.87567,3.15395
3230268,3252179,1225.5,955.1,3039.8,1225.6,955.1,3039.9,1244.7,953.0,3031.0,-1,184,1.58768,-0.51714,3.07487,3.499
3230269,3252180,1215.5,947.5,3032.2,1215.5,947.5,3032.3,1236.3,947.8,3019.6,-1,184,1.31163,-0.01142,2.64778,2.95486
3229900,3252367,1399.3,832.3,3066.1,1399.5,832.4,3066.3,1393.7,826.8,3077.9,5,184,3.78449,1.19758,1.01448,4.09704
3231201,3253203,1535.4,936.4,3058.4,1535.6,936.4,3058.5,1516.4,926.2,3091.7,-1,184,3.44379,0.16664,0.53514,3.4891
3232748,3254867,1405.7,784.9,1779.2,1489.6,817.9,1735.0,1474.8,803.4,1687.6,-1,184,0.38532,1.08566,-3.90214,4.06864
3219521,3241955,1887.7,897.7,1797.4,1966.7,929.3,1808.6,1971.3,925.7,1787.6,-1,184,1.1749,0.78805,-4.16573,4.3994
3220987,3243338,1738.0,689.6,1833.6,1814.6,720.0,1820.0,1815.5,709.5,1800.6,-1,184,0.04414,-1.2664,-3.98132,4.17811
3222923,3245358,1368.5,1297.9,2915.1,1368.6,1298.0,2915.3,1344.5,1308.7,2933.3,-1,184,2.1022,1.39417,2.58878,3.61452
3225226,3247587,1809.0,1560.5,1967.0,1868.4,1584.5,1996.6,1874.0,1619.9,1959.2,-1,184,2.10048,3.29722,-2.81547,4.81773
3231649,3253858,1306.3,1094.1,3042.5,1306.5,1094.2,3042.6,1319.2,1089.5,3034.1,-1,184,3.15706,-0.94165,2.26949,4.00054
3231648,3253857,1329.9,1124.4,3047.6,1330.1,1124.5,3047.7,1338.0,1120.4,3043.0,-1,184,3.52306,-0.74324,2.73201,4.51976
3230034,3252421,1426.3,933.0,3066.6,1426.6,933.1,3066.8,1417.4,926.8,3082.2,5,184,3.00886,-1.21856,0.63874,3.30849
3229663,3252129,1163.8,881.2,3016.5,1163.7,881.2,3016.3,1189.2,885.9,3001.6,10,184,1.13458,0.77182,2.46788,2.82372
3229160,3251383,1260.3,727.3,3015.1,1260.2,727.3,3015.0,1276.8,732.8,3006.0,4,184,2.92003,-0.54769,1.89402,3.52333
3229611,3251806,1224.3,841.1,3041.8,1224.3,841.1,3041.8,1242.3,844.7,3031.6,5,184,1.5273,0.03067,1.80631,2.36566
3229908,3252319,1421.4,845.6,3064.5,1421.6,845.7,3064.7,1411.9,840.2,3079.6,5,184,3.79626,0.80027,1.53861,4.17365
3230397,3252749,1336.9,700.9,3018.4,1337.0,700.9,3018.4,1342.1,702.4,3017.3,4,184,1.85707,-1.15454,2.21788,3.11459
3231105,3253339,1523.5,963.6,3057.0,1523.7,963.7,3057.1,1502.6,956.8,3090.1,-1,184,2.3433,0.20991,0.21128,2.36215
3231107,3253341,1526.0,962.7,3054.0,1526.2,962.8,3054.1,1505.3,956.2,3087.5,10,184,2.95911,0.2693,-0.24585,2.9815
3218910,3241301,1632.7,1247.5,1829.6,1708.6,1277.7,1828.3,1704.0,1290.0,1790.4,-1,184,0.05049,2.59161,-4.13398,4.87942
3223719,3246184,1103.7,1113.9,1983.2,1229.4,1162.9,1869.1,1183.7,1173.0,1811.0,-1,184,-0.23865,1.86528,-0.47544,1.93966
3230543,3252827,1473.7,973.6,3052.7,1473.9,973.7,3052.9,1456.7,969.5,3075.2,10,184,2.66617,-0.16756,2.36417,3.56733
3230875,3253135,1507.8,937.7,3049.8,1508.0,937.8,3049.9,1489.3,930.6,3077.5,-1,184,3.49871,-1.02564,0.55823,3.68843
3230261,3252213,1222.5,966.5,3006.4,1222.4,966.4,3006.3,1243.4,966.7,2992.2,10,184,1.45782,1.43134,1.57861,2.58186
3229717,3252172,1260.9,937.6,3052.2,1261.0,937.7,3052.3,1275.4,939.2,3042.4,10,184,2.70363,0.90457,2.44171,3.75364
3229714,3252169,1255.0,934.7,3067.0,1255.2,934.8,3067.1,1269.1,936.7,3056.4,-1,184,2.82721,0.88461,2.55606,3.91269
3229720,3252175,1234.3,934.8,3031.4,1234.3,934.8,3031.4,1251.8,935.4,3019.2,-1,184,2.49252,0.45664,1.94141,3.19222
3227701,3250070,1127.9,623.7,2896.1,1142.2,629.7,2928.0,1169.7,643.7,2915.0,4,184,0.93951,-0.97619,0.48198,1.43803
3228089,3250142,1173.1,651.2,2942.7,1180.8,654.4,2957.4,1206.7,667.6,2942.2,4,184,1.29574,0.19704,2.27035,2.62149
3229031,3251213,1289.5,654.0,2997.0,1289.4,654.0,2996.8,1302.3,661.4,2988.2,-1,184,1.39939,-0.35608,2.49767,2.88504
3229262,3251553,1242.3,814.6,3024.7,1242.3,814.5,3024.6,1258.9,819.5,3013.2,5,184,2.39582,0.09111,1.82132,3.01089
3229323,3251765,1274.8,828.2,3054.7,1274.8,828.3,3054.7,1286.1,830.7,3047.6,-1,184,2.87371,-0.13294,2.36458,3.72386
3229593,3252007,1375.3,774.1,3059.8,1375.5,774.2,3060.0,1373.0,771.1,3063.1,5,184,2.45811,-1.27438,1.25238,3.03888
3230573,3252337,1438.6,847.0,3059.6,1438.8,847.0,3059.8,1426.1,839.4,3075.9,5,184,4.0275,-1.4084,0.9492,4.37096
3230596,3252357,1440.0,827.4,3063.9,1440.2,827.5,3064.1,1429.1,819.3,3079.2,4,184,4.35241,-1.4774,1.36789,4.79555
3229667,3252099,1199.7,901.2,3019.9,1199.6,901.2,3019.8,1220.7,902.8,3006.4,10,184,0.4907,-2.84089,1.97518,3.49468
3229751,3252201,1189.2,916.8,3023.5,1189.2,916.8,3023.4,1210.9,919.3,3010.0,-1,184,1.4296,0.33604,2.60781,2.99288
3216387,3238604,1218.3,1293.7,1977.4,1297.1,1324.6,1923.8,1262.2,1345.7,1878.0,-1,184,-0.2455,2.77905,-0.84276,2.91439
3221554,3242705,1495.3,1559.2,2445.1,1506.2,1563.5,2438.5,1459.5,1648.1,2415.5,-1,184,0.76026,3.13372,-0.42174,3.25209
3219572,3242015,1864.9,871.1,1786.9,1945.2,903.2,1794.6,1950.6,900.2,1769.8,-1,184,0.84907,-0.73261,-4.05768,4.2098
3217750,3240004,1690.8,869.7,1794.6,1771.3,901.6,1783.9,1771.3,898.3,1769.0,-1,184,0.88024,-0.65505,-4.77112,4.89566
3224377,3246791,1284.3,1205.7,1884.4,1356.4,1234.1,1844.4,1326.2,1248.4,1792.9,-1,184,-0.26218,2.91878,-2.40589,3.79161
3224518,3246918,1690.3,617.9,1858.4,1764.8,647.3,1836.7,1764.6,635.8,1814.8,-1,184,0.82555,-1.91761,-3.6522,4.20682
3224521,3246922,1704.5,600.6,1864.4,1778.4,629.8,1843.5,1778.7,617.7,1822.0,-1,184,1.10251,-1.37016,-2.91981,3.40854
3231081,3252858,1479.2,1013.4,3070.0,1479.4,1013.5,3070.1,1460.7,1011.6,3092.4,10,184,4.49928,-0.0621,1.92916,4.89582
3230215,3252620,1102.0,989.0,2977.2,1101.7,988.9,2976.8,1134.9,992.9,2955.9,-1,184,1.3392,-0.60156,3.86267,4.13226
3229664,3252130,1165.3,884.4,3011.3,1165.1,884.3,3011.0,1190.3,890.0,2993.7,5,184,1.02896,0.61857,2.08767,2.40827
3230428,3252544,1384.9,713.1,3036.2,1385.0,713.1,3036.3,1382.4,711.7,3038.3,4,184,2.22319,-1.4276,1.78449,3.18826
3230420,3252080,1376.2,761.8,3054.8,1376.4,761.9,3055.0,1373.2,760.1,3058.2,4,184,2.84122,-1.82957,1.95708,3.90513
3216440,3238659,1430.4,1469.4,2045.1,1484.0,1490.6,2030.4,1468.9,1514.0,2003.2,-1,184,0.40788,3.1993,-2.90255,4.33897
3217514,3239745,1656.9,1112.2,1841.9,1731.7,1142.0,1837.5,1730.0,1147.2,1807.0,-1,184,0.05728,0.55941,-4.84975,4.88224
3217616,3239867,1583.1,1079.4,1802.2,1662.7,1111.0,1788.9,1659.1,1113.5,1765.3,-1,184,0.31302,1.04195,-4.85189,4.97237
3223971,3246413,1748.1,828.2,1796.9,1828.1,860.0,1790.5,1828.9,856.3,1773.1,-1,184,0.11706,-0.98597,-3.53335,3.67021
3218670,3241008,1596.4,1390.0,1922.3,1662.3,1416.2,1922.6,1655.5,1439.9,1885.2,-1,184,0.49564,3.39595,-3.41108,4.83876
3219065,3241451,1820.3,1411.1,1873.9,1889.9,1439.1,1898.9,1895.4,1457.6,1870.3,-1,184,1.53119,2.72149,-2.97721,4.31449
3221179,3241574,1803.8,1317.1,1808.6,1880.7,1348.0,1828.5,1885.5,1364.0,1795.9,-1,184,1.02501,1.75472,-3.89103,4.38974
3223626,3246089,1522.7,1557.8,2381.1,1540.2,1564.7,2377.7,1501.2,1645.7,2349.5,-1,184,0.8071,2.46601,-1.36281,2.93085
3223141,3245585,1487.1,1390.4,2812.3,1487.2,1390.4,2812.4,1441.2,1440.5,2844.2,-1,184,1.32711,1.07151,0.82384,1.89422
3225385,3247752,1626.7,1474.8,2607.7,1626.7,1474.8,2607.7,1585.5,1593.8,2622.0,-1,184,1.27917,1.63338,1.27344,2.43431
3226990,3249131,1253.6,1021.8,3029.7,1253.7,1021.8,3029.8,1268.9,1021.2,3016.1,-1,184,2.43136,-0.5982,2.50141,3.53926
3226955,3248873,1320.8,1075.5,3044.9,1321.0,1075.5,3045.1,1328.9,1074.8,3035.0,-1,184,3.93913,-1.31833,2.00171,4.61102
3226843,3249178,1380.5,1078.1,3055.6,1380.8,1078.2,3055.8,1379.6,1076.9,3055.1,-1,184,2.35842,-1.2349,2.88218,3.92353
3230044,3252455,1344.3,905.8,3052.6,1344.5,905.9,3052.8,1345.6,906.2,3052.4,5,184,2.69702,0.51001,0.90453,2.89001
3228091,3250150,1138.1,663.3,2947.4,1147.1,667.0,2964.9,1174.2,681.4,2948.6,6,184,1.54779,-0.57803,1.68493,2.35982
3229566,3252059,1369.4,766.5,3052.5,1369.6,766.6,3052.7,1366.8,765.6,3054.2,4,184,2.77482,-2.22366,1.83187,4.00001
3230396,3252748,1346.6,702.8,3019.3,1346.7,702.8,3019.3,1348.3,706.3,3016.6,4,184,1.81094,-1.23528,2.19419,3.1016
3231728,3253534,1578.3,780.7,3045.3,1578.6,780.8,3045.5,1563.8,767.6,3067.2,-1,184,3.19936,-0.97722,1.4706,3.65425
3221099,3243492,1452.0,927.3,1759.1,1537.4,961.0,1725.9,1527.1,958.8,1692.4,-1,184,-0.08976,1.20259,-4.91346,5.05928
3219556,3241985,1922.3,874.5,1813.3,1999.5,905.4,1827.1,2002.0,905.1,1818.3,-1,184,1.32149,0.0904,-4.39544,4.59069
3219557,3241986,1923.0,874.2,1808.6,2000.7,905.3,1822.4,2002.9,905.2,1814.7,-1,184,1.32149,0.0904,-4.39544,4.59069
3224295,3246715,1952.4,1103.8,1725.5,2037.9,1138.1,1752.6,2031.1,1135.4,1773.3,-1,184,1.02981,0.39785,-4.55363,4.68555
3230513,3249291,1453.1,978.3,3050.9,1453.4,978.4,3051.0,1437.3,976.4,3066.0,5,184,2.92522,-0.07963,1.10903,3.12941
3230520,3249298,1448.4,1002.1,3054.6,1448.6,1002.2,3054.8,1434.7,1001.1,3068.0,10,184,2.86881,0.78753,2.09198,3.63684
3230523,3249300,1454.0,997.0,3054.4,1454.2,997.0,3054.6,1439.4,995.2,3069.3,-1,184,3.47127,0.25682,2.04247,4.03576
3230316,3249433,1319.9,971.8,3054.2,1320.1,971.9,3054.4,1324.6,971.7,3047.8,10,184,3.74018,-0.23372,1.95634,4.22739
3230327,3249443,1345.9,971.2,3072.9,1346.1,971.3,3073.1,1346.0,970.0,3070.0,10,184,4.15448,-0.16899,1.6164,4.46106
3230328,3249444,1345.2,971.9,3069.1,1345.4,972.0,3069.3,1345.4,970.7,3066.0,5,184,4.15437,-0.16906,1.61651,4.46099
3226885,3249250,1428.6,1062.9,3057.9,1428.8,1062.9,3058.0,1420.3,1063.7,3063.1,-1,184,4.28742,-0.86568,1.86644,4.75552
3230258,3252211,1220.2,962.0,2991.6,1220.1,962.0,2991.6,1241.1,964.2,2976.2,10,184,1.38384,2.32049,1.06634,2.90461
3229647,3252115,1192.0,872.3,3027.7,1191.9,872.3,3027.6,1212.3,877.8,3010.9,6,184,2.27305,0.35527,2.82853,3.64603
3229333,3251289,1190.8,809.8,3019.6,1190.6,809.8,3019.4,1213.4,818.7,3002.5,5,184,1.79655,0.777,1.63138,2.54808
3229365,3251299,1177.6,842.0,3022.2,1177.4,841.9,3022.0,1201.8,849.5,3004.4,-1,184,1.47567,-0.14306,2.16343,2.62269
3228824,3251162,1218.5,664.2,2975.0,1219.8,664.7,2977.1,1241.2,677.4,2961.9,-1,184,0.00935,-0.72133,2.45849,2.56214
3228848,3251169,1190.5,698.9,2972.9,1192.9,699.9,2977.0,1216.8,715.0,2960.6,4,184,0.87,-0.98966,2.41071,2.74733
3228918,3251240,1135.0,756.6,2990.4,1137.7,757.7,2994.9,1166.4,773.3,2972.6,-1,184,2.067,-1.47886,2.32108,3.44193
3231224,3253160,1586.3,874.3,3033.4,1586.5,874.4,3033.5,1566.0,862.7,3065.6,5,184,2.99964,-1.57237,-0.43777,3.41495
3213775,3235890,1630.5,331.9,2227.3,1715.2,364.8,2142.2,1709.3,313.3,2108.7,-1,184,0.17752,-2.80568,-3.44124,4.44359
3216885,3239182,1579.2,1103.1,2075.0,1630.1,1123.2,2060.5,1627.0,1133.1,2035.1,-1,184,-0.88752,2.21184,-2.78028,3.66196
3217005,3239243,1639.7,1017.3,2009.0,1697.4,1040.2,1997.7,1697.1,1042.2,1976.5,-1,184,-0.88841,1.22593,-4.6139,4.85595
3217006,3239244,1658.7,1004.3,2018.5,1715.3,1026.8,2008.6,1716.2,1028.3,1986.1,-1,184,-0.41819,0.58604,-5.31247,5.36103
3216808,3238704,1487.0,1379.3,1982.2,1547.2,1403.1,1970.2,1537.2,1422.4,1942.4,-1,184,0.95748,3.00385,-2.60235,4.08805
3219862,3242291,1953.7,899.6,1780.1,2034.2,931.8,1798.4,2031.9,933.9,1807.7,-1,184,0.764,-1.02693,-3.92553,4.12893
3224231,3246659,1687.8,810.2,1803.5,1767.5,841.9,1790.0,1767.6,840.0,1779.5,-1,184,0.6352,-0.7648,-4.08921,4.20833
3218658,3241011,1587.3,1376.3,1923.2,1653.2,1402.6,1922.0,1646.2,1425.1,1885.8,-1,184,0.21722,3.31449,-3.43269,4.77665
3219113,3241529,1843.2,1364.1,1837.1,1916.8,1393.7,1862.8,1919.9,1404.6,1842.5,-1,184,0.84661,2.24215,-3.25727,4.04398
3226993,3249134,1275.7,1042.6,3045.7,1275.9,1042.7,3045.9,1287.0,1043.6,3033.6,10,184,1.60127,-1.45911,2.16571,3.06323
3226874,3249237,1401.3,1022.4,3071.1,1401.5,1022.5,3071.3,1393.1,1021.7,3073.6,10,184,3.19288,-1.38585,2.09467,4.06236
3231428,3253636,1169.9,1027.6,2999.7,1169.8,1027.6,2999.6,1194.1,1027.9,2981.6,-1,184,1.2255,-0.09993,3.59555,3.79997
3230687,3252945,1468.9,880.1,3076.7,1469.1,880.2,3076.9,1450.3,873.7,3095.0,-1,184,1.98897,0.44011,1.94731,2.81811
3231106,3253340,1519.3,965.7,3053.6,1519.5,965.8,3053.8,1496.8,962.0,3084.3,10,184,2.71146,-0.03305,0.54047,2.765
3229919,3252011,1404.9,805.8,3055.7,1405.1,805.9,3055.8,1395.6,803.4,3062.1,4,184,3.71478,-0.93996,0.92747,3.9425
3230748,3253039,1539.4,899.4,3053.8,1539.6,899.4,3054.0,1516.9,890.1,3081.7,-1,184,2.97357,-0.8732,0.67517,3.17182
3229156,3251379,1268.6,742.7,3024.0,1268.5,742.6,3023.9,1281.0,751.0,3012.8,4,184,1.96579,-1.10193,1.85435,2.91842
3212518,3234589,1464.0,343.3,2249.7,1537.7,371.6,2139.4,1510.2,297.4,2088.7,-1,184,-1.43979,-3.03238,-1.13606,3.54387
